Project ID,Class,Requirement
26,Usability,'Technical constraints � system should be easy to use for users as we may not see them but they will use the system without training. '
26,Survivability,"'The system survives under its boundaries, which also sets limits to its operations, and the limits make up the restrictions. '"
26,Performance,"'The system shall provide reliable performance in terms of throughput, response time. '"
26,Usability,"'The system must provide services that are user friendly, reliable and flexible  '"
26,Maintainability,'The system components shall be expandable. '
26,Functionality,'The system shall allow a user to be able to retrieve information from the database. '
27,Functionality,'The system shall use Bluetooth a wireless technology for the transmission of data among two devices in close proximity of each other '
27,Authentication,"'The system shall apply a mechanism to establish proof of identities, to verify who a particular user is.  '"
27,Authentication,'The system shall provide Bluetooth authentication so that users do not need to disable laptop authentication as they have to frequently unlock the laptop during office working hours.'
27,Functionality,'The system shall allow a user to use Bluetooth to enable smartphone that communicates with a laptop over a short-range wireless link. '
27,Functionality,'The system shall allow pairing of smartphone with the laptop. '
27,Usability,"'The system shall offer a user-friendly UI for easy interfacing, so that less literate patients can also use it and the buttons are clearly labeled, large enough and visible. Usability  '"
27,Usability,'The system has very few interfaces that it does not confuse users as they advance into the system.'
27,Functionality,'The system shall support at least 200 concurrently connected users. '
28,Functionality,'The system should maintain basic patient information and permissions on a central server. '
28,Functionality,"'The system shall allow new accounts for patients, medical centres and health practitioners to be created. '"
28,Functionality,'The system capture and store users� fingerprint template at the initial signing in. '
28,Authentication,'The system should be able to match fingerprint at login. '
28,Functionality,'The system should allow users to store critical information such as allergies and conditions on a central server. '
28,Authorisation,'The system should allow certified medical facilities to access critical patient information as needed. '
28,Confidentiality,'The system shall maintain full patient medical records in an encrypted format on a server. '
28,Functionality,'The system shall provide a common API for health information systems to update and read records. '
28,Authorisation,'The system shall allow approved certified health providers to append information into the encrypted central server. '
28,Functionality,'The system shall allow health care providers to access the system through a screen based software application.'
28,Survivability,'The system shall allow individual facility  servers to remain unaffected when the central server fails. '
28,Survivability,'The system shall ensure that the central server remain unaffected when the institutes system fails. '
28,Confidentiality,"'The system shall enforce encryption on all files, communication channels and backups. '"
28,Authorisation,'The system shall allow for access levels to be implemented on patient information. '
28,Auditing,'The system shall provide audit trails when required. '
29,IntrusionD,'The system should be able to sniff the traffic to and from the network in real time�. '
29,Detection,"'The system should be able to analyze the network traffic and detects intrusion, attacks and threats to the network.'"
29,Performance,'The system should be able to warn the network officers about the possible occurrence of an intrusion attack and provides information regarding that attack. '
29,Immunity,'The system should be able to block traffic to and from the network that is identified to be potentially malicious.'
29,Performance,'The system should be able to provide reports monthly regarding the anomalies detected. '
29,Functionality,'The system should be able to provide visualization in terms of graphs. '
29,Functionality,'The system should be able to monitor the network in real time.'
29,Portability,"'The system shall be developed in python and java languages making the program portable I,e platform independent,  the system is easy to transfer from one hardware and/or software system environment to another. '"
29,Availability,'The system guarantees reliability and availability because the tools used in developing the system (Apache Kafka and Apache Storm) allows the system to be resilient to failure and to be available all the time. '
29,Performance,'The system will reduce the amount of time in which similar system take in processing data.  '
29,Performance,"'This system will be doing near real time anomaly detection instead of batch processing, hence it will give results almost instantly.  '"
29,IntrusionD,'The system is effective because it will detect normal attacks which current systems do not detect.'
29,Maintainability,"'The system does not use much hardware and software, hence it is not costly to maintain the system and the system does not require maintenance regularly.  '"
29,Maintainability,'The system does not need frequent updates to its signatures as it will be learning on its own and updating its signatures on its own. '
29,Confidentiality,'The system should ensure that there is maximum confidentiality and safety assurance on the information.  '
29,Authorisation,'The system should allow only those who are authorized to used and access the system and they will have to log in first to use the system. '
29,Usability,'The user interface includes GUI (Graphic User Interface) which contains all basic plug ins that constitute the basic functions of the program.  '
29,Authentication,'The system shall have a log in screen to allow the network administrator to log into the system'
29,Functionality,'The system shall have a working environment which is the main screen which will allow the user to monitor the network. '
29,IntrusionD,'The system will show the alert messages in case an anomaly has been detected and it will also show a panel of logs of the anomaly detected.  '
29,Usability,'The system�s main screen will also contain tabs for HELP and Static Analysis of the network. '
30,Authentication,'The system shall have log in and logout capabilities which can be seen as the line of security which most systems should possess for authentication and accountability purposes. '
30,Functionality,'The system shall have imaging ability so as to make a copy of the information contained on the mobile device which will be used during the forensics process as the test data source '
30,Functionality,'The system shall have extraction modules that will be able to take out information from the image that has been created '
30,Functionality,'The system shall have analysis module that will use metadata contained with the extracted information detect location data so as to create a movement map from this information '
30,Performance,'The system shall have high performance with respect to its responsiveness and its ability to maintain stability when requested to deal with a particular workload.  '
30,Performance,'The system shall have a higher RAM size to increase the computers processing resources during imaging and extraction stages. '
30,Immunity,'The system shall implement input validation to help in increasing fault tolerance and ultimately reliability. '
30,Usability,'The system shall ensure the hashing and extraction modules are both easy to use and have a user manual explaining how they work and why they are incorporated into the system. '
30,Performance,'The system shall have capacity to handle complex algorithms as well as huge amounts of data while requiring high speeds of execution to keep up with these aspects.  '
30,Performance,'The system embedding module as well as the scanning tool will offer relatively good performance and resource behaviour due to the implemented design which have efficiency in mind.'
30,Maintainability,"'The system maintainability shall be implemented through the use of proper coding principles and practices such as putting comments in a proper, organized and standard manner in the program. '"
30,Maintainability,'System modules will be loosely coupled to allow for easy maintainability when used by the users. '
30,Portability,'The system shall ensure portability by enforcing a relatively generalized level of abstraction that should appear between the system interfaces and the application logic. '
30,Portability,'The system shall ensure that the application may be transferred to and installed on another platform with ease.  '
30,Portability,'The system will be made in a way so it may be compatible with other system architectures. '
31,Functionality,'The system shall enable a user to have a functional account with the Twitter platform and create an application to access tokens. '
31,Functionality,'The system must be able to connect to Twitter Streaming API. '
31,Functionality,'The proposed system should be able to extract raw data from Twitter in real time. '
31,Functionality,'The system should be able to pre-process the unstructured data into meaningful information match with existing keywords in database '
31,Functionality,'The system will be used by government officials to bring relevant information to the user unlike the normal web search where information retrieval is difficult as hundreds of irrelevant documents are returned in response to a search query. '
31,Performance,'The system of web data mining is reliable as the hardware and software is compatible. '
31,Portability,'The system can be reliably used on any device that meets the specified hardware and software requirements. '
31,Maintainability,'The system shall be able to handle a growing amount of work and also to be enlarged in order to accommodate that growth.  '
31,Functionality,"'The system shall enable web data mining from Twitter, Twitter API provides different levels of accessing data through its Twitter Data Grants program.'"
31,Availability,'The system�s logistics are usually accessed hence its availability is guaranteed when and as required. '
31,Portability,'The system is compatible with all operating systems. '
31,Immunity,'The system database storing keywords will be secured against SQL injection attacks to reduce false positives. '
32,Functionality,'The system shall allow a member to spontaneously form a group of n signers using group public keys which associate the group members '
32,Integrity,'The system shall allow the user to sign a document  '
32,Functionality,'The system shall allow whistle-blower to be able to send the message digest using his mobile phone to Zimbabwe Anti-Corruption Commission '
32,Authentication,'The system shall enable verifying of the signature using the group public key so that it will be convinced that it actually came from the organization without the knowledge of the actual singer. '
32,Performance,'The SAG system can perform well in the web environments. '
32,Portability,'Th system adapts to all types of application and can operate reliably under various conditions without failure.  '
32,Usability,'The system is easy to use and user friendly. '
32,Performance,'Our system gives good performance and resource behaviour. '
32,Maintainability,"'The system is easy to maintain as it offers modularity, understandability, changeability, testability, reusability and transferability from one team to another.  '"
32,Portability,"'The software can easily be transferred to another environment, including install ability. '"
33,Functionality,'The system shall be able to capture data packs '
33,Functionality,'The system shall be able to de-fragment captured packets '
33,Functionality,'The system shall be able to analyse the captured packets '
33,Functionality,'The system shall be able to interpret the analysis results '
33,Auditing,'The system shall be able to log the IP address accordingly '
33,Performance,"'The system can perform well in the web environments and has few resources usage, the system must consistently check the resource use requests before. '"
33,Maintainability,'The system must allow scalability so as to perform legitimate modification of user data. '
33,Confidentiality,'The system ensure a secure storage of the user patterns so as to protect against compromise attackers. '
33,Immunity,'The system shall be able to block any illegitimate detections so as to render efficiently utilise system resources. '
33,Performance,'The system shall be able to minimize false positives and false negatives. '
33,Maintainability,"'The system must be supported by the following characteristics, testability, adaptability, extensibility, serviceability and localizability. '"
33,Survivability,"'The system adapts to all types of application and provides maturity, fault tolerance and recoverability.  '"
33,Survivability,'The static attributes of the system predict potential operational performance bottlenecks and future scalability problems early to allow for correction early. '
33,Usability,'The system user interface shall comprise of a front end and SQL back end contributing to a great user experience. '
33,Usability,'The system shall have an interface which shall have a set of command buttons for manipulating the system while the backend shall have a set of relations defining user privileges '
34,Functionality,'The system shall enable potential blood donors to register and answer a health history questionnaire '
34,Functionality,'The system shall be able to screening of blood to occur at the blood bank and results to be entered into the system '
34,Functionality,'The system shall be able to defer ineligible donors and inform eligible donors via SMS '
34,Functionality,'The system shall be able to keep an inventory of the donated blood id and type '
34,Functionality,'The system shall enable that when a request is made by the doctor/hospital a session is opened and a confirmation key is generated and sent to the doctor/patient via email which they then will use after receiving the correct requested blood. '
34,Authentication,'The system shall be able to enable payment which will have 2 factor authentication (static password and OTP) '
34,Authorisation,'The system shall be able to allow a user to register and sign in for the blood recipient '
34,Confidentiality,'The system shall be able to hash passwords '
34,Authentication,'The system shall be able to authenticate the username and password '
34,Immunity,'The system shall be able to validate input'
34,Confidentiality,'The system shall be able to encrypt communication '
35,Functionality,'The system should be able to identify the current location of the patient in times of emergencies'
35,Performance,"'The system shall be able to produce an incident report which contains (Patient location, Patient current health status, Patient History) '"
35,Performance,'The system should have the ability to send informative alert to the EMS providers and the next of kin. '
35,Functionality,'The system should generate a road map from RRT to the patient and then to the nearest hospital '
35,Availability,'The system shall be able to notify the respected parties of the clinical incident  even when there is a fault '
35,Performance,'The system shall be able to provide help in a short period of time. '
35,Usability,'The system shall ensure that in the event of a crisis the patient is only required to press the power button three times thereby simplifying how the patient interacts with the system.  '
35,Usability,'The interface of the system on the EMS administrator side will be well articulated so that even individuals with low level of computer literacy will be able to use the system. '
35,Immunity,'The system shall resist unofficial and unlawful usage even the action is by accident or intended. '
35,Authorisation,'The system should only grant access to legitimate users and in the defined stamp. '
35,Functionality,"'The system shall ensure that the exchange of data is between mobile and web-based application software, humans and combinations of these. '"
35,Functionality,'The system data well integrated with the web-based application in a seamless manner since both systems use the same database for sharing data.  '
35,Performance,'The system works well in reducing the affiliated risk of errors from inaccurate data formats '
35,Confidentiality,'The web application will be secured by hardening and protecting the servers and restricting access from the outside. '
35,Functionality,"'The system shall be able to create and enforce secure coding practices throughout the development by strictly identifying the originator of the data that is required, recognizing the data items and data structures that are necessary for exchange.  '"
35,Functionality,"'The system shall implement clear secure data exchange protocols, it is ideal to implement secure protocols and document the interfaces and the protocols being utilized. '"
36,Functionality,'The system shall be able to locate and monitor a vehicle using GPS '
36,Functionality,'The system shall be able to locate an Examiner during Road Test '
36,Functionality,'The system shall be able to allocate an Examiner a Route to use once he finishes testing a learner driver in the Yard '
36,Functionality,"'The system shall be able to produce a log of number of passes and failures, in relation to the Examiner '"
36,Functionality,'The system shall be able to alert the control room through webpage notification if Objects exit defined routes'
36,Functionality,'The system shall be able to update eligible vehicles from different driving schools which are permitted to conduct Road Test '
36,Functionality,'The system shall be able to enter new applicants into the system database '
36,Functionality,'The system shall be able to allocate examination time for applicants '
36,Performance,"'The system shall ensure that for the generation of the report system, the report will be generated in the least possible time. '"
36,Performance,'The system shall be able to ensure that the number of registered vehicles should not affect the performance of the system '
36,Performance,'The system shall ensure that not much time is spent on loading the web page. '
36,Authentication,'The system shall be able to authenticate users so that any unauthorized persons should not be granted by the system '
36,Immunity,'The system shall not be vulnerable to the security attacks '
36,Confidentiality,'Information relating to passwords must be confidential '
36,Usability,"'The system ensures the software quality attributes reliability, efficiency, user-friendliness, flexibility. '"
36,Functionality,"'The system shall be able to implement clear secure data exchange protocols, it is ideal to implement secure protocols and document the interfaces and the protocols being utilized. '"
37,Auditing,'The system should be able to log all activities taking place on the system for audit trial purposes '
37,Functionality,'System should utilize a centralized database '
37,Functionality,'The system should be able to allow the user to swipe his or her tag/card on the RFID reader and check if its valid or not '
37,Authentication,'The system should be able to match current faceprint with the faceprints in database '
37,Authentication,'The system should be able to match RFID card/tag id with the user�s face/person id to make for access to be granted '
37,Authentication,'The system should be able to reject access to the person who presents the tag that belongs to someone else in high probability '
37,Performance,"'The system shall provide a high speed of searching, comparing and matching the captured image with the one in the data base as determined by the algorithm used. '"
37,Usability,'A system should be designed having the psychology and physiology of the users in min. '
37,Performance,'The system shall be efficient and effective to use and the tasks shall be accomplished on time '
37,Usability,'The system shall be easier to understand and learn how the system actually works '
37,Usability,'The system will ensure that users have a good experience of using it as well as their ability to quickly navigate the self-explanation design of the system. '
37,Immunity,'The system shall put proper controls for user input validations and configuration management to resist software tempering '
37,Authorisation,"'The system shall authenticate all users and grant access only to authorized users, to prevent unauthorized access to admin console '"
37,Auditing,'The system shall be able to allow logging of each user activity. '
37,Authorisation,'The proposed system will allow only a registered user to be granted access into some restricted zones within the organization. '
37,Functionality,"'The system modules are designed so that they can communicate with each other,  It applies to the hardware, software interfaces that will between the user and the machine.  '"
37,Functionality,'In this system the RFID system should be linked to facial recognition system so that it functions as one access control security system. Functionality'
37,Usability,'The system user interface should be designed to make the interaction between the user and machine simple.  '
37,Functionality,'The system shall allow users to interact with the RFID and facial recognition-based-access control system.  '
37,Authorisation,'The system enforces security administration to manage all the rights to the system features. '
38,IntrusionD,'The system must be able to deal with network threats on the computer it would be installed on.  '
38,IntrusionD,"'When packets come in through the NIC, the system should be able to detect traffic out of the norm.  '"
38,Functionality,'The system is supposed to alert the user on malicious activities and recommend an action to be taken. '
38,Functionality,'The classifiers (algorithms in place) must be able to classify data according to its attributes and how they can learnt.  '
38,Functionality,"'The system shall ensure that in the event there are new attributes encountered, the anomaly detection part comes in, basing on the information the system already has, makes a prediction on the new data.  '"
38,Performance,'The system shall be able to learn normal vs anomalous patterns '
38,Functionality,"The system shall collect suspicious traffic and ancillary information the describes or characterizes the traffic, identifying distinct network connections or associations (connectionless traffic) and including enough detail to assist criminal investigations and prosecutions "
38,IntrusionD,'The system shall be detecting intrusions specific to a designated area of protection '
38,IntrusionD,"'The system shall be detecting denial of service attacks to include service overloads, broadcast storms and also message flooding '"
38,Auditing,'The system shall be able to apply automatic recording of events and some incidents Security '
38,Functionality,'The system shall be monitoring and scanning the network '
38,Functionality,'The system shall monitor and scan host '
38,Performance,'The system shall ensure that the IDS performance is sufficient enough to carry out real timeIntrusionD (real time means that an intrusion has to be detected before significant damage has occurred). '
38,Performance,'The system shall be able to maintain its performance over time. '
39,Functionality,'The system shall allow the user to quit the program after it has started.'
39,Functionality,'The system shall allow the user to access the start menu screen. '
39,Functionality,'The system shall allow the user to view the signature parameters and their values. '
39,Usability,'The system should be useful to enhance with further technology in future to improve its features compared to the existing system. '
39,Portability,'The system should be able to perform in all independent paths that all the logical conditions are satisfied. '
39,Survivability,'The system should pertain to all the situations so that it can be recoverable in any error conditions.  '
39,Availability,'The system should work all the time and provide a means to handle errors with little or no input from the user. '
39,Immunity,'The data provided by the system should be validated and verified were possible.'
39,Maintainability,'The system should be maintained properly so that it should be able to resolve any data conflicts and sustain at any condition.  '
39,Maintainability,'The program coding should be well documented and laid out particularly to facilitate future upgrades and additional functionality being added at a later date. '
39,Usability,'The software should be easy to use with little training or experience. '
39,Performance,'The  system should be able to carry out each task requested by the user as quickly as possible. '
39,Maintainability,'The system should be developed with future upgrades and additional functionality being added at a later date. '
39,Availability,'The system should be able to provide data for the current maximum number of tags presently two thousand for a period of thirty days in whatever format the user decides. '
39,Performance,'The system should operate with the minimum adequate resource levels to that ensure it performs at a level acceptable to the user '
40,Functionality,'The system shall load datasets and preprocess them through tokenization and lemmatization '
40,Functionality,'The system shall learn how a spam and good email look like for future classification through the use if machine learning algorithms '
40,Functionality,'The system shall compute probabilities of an incoming email and classify it as spam or ham through machine learning '
40,Performance,"'The system is dependable as it is developed using a high-level language, a modern classifier and advanced datasets to detects spam but also reduces the false negatives.'"
40,Performance,'The system can be trusted for spam detection even after using it for a long time as the data that was used for training the classifier is so vast '
40,Performance,'The system is definitely more reliable because of the qualities that are inherited from the chosen python platform.  '
40,Immunity,'The system shall not support reverse engineering of its source code  '
40,Maintainability,'The system is deployed as an application on user machines thus it is cost-effective to maintain as it does not have many modules and online documentation including system documentation and test documentation for easy user acclimatization. '
40,Portability,"'The system is designed to be cross platform supportable,  the system can be used on a wide range of hardware and any software platform (Windows and Linux). '"
41,Functionality,"'The system shall allow the administrator to register and create user accounts, the system shall capture user details like username, email address, phone number etc  '"
41,Authentication,'The system shall send a one-time password to the user phone for the completion of the login process '
41,Functionality,'The system shall allow generation of public and private keys.  These keys will be used for encryption and decryption of the AES symmetric key for a safer key exchange  '
41,Confidentiality,'The system shall allow the user to encrypt/decrypt messages using AES algorithm '
41,Integrity,'The system shall allow the user to check for data integrity using MD5 hash algorithm '
41,Confidentiality,'The system shall allow the user to embed the encrypted message and retrieve encrypted message from the image using LBS technique '
41,Performance,'The system can perform well in the web environments and it can also allow multiple clients to login and communicate at the same time. '
41,Usability,'The system is easy to use and it is user friendly as it is based and implemented on a website and has an interactive interface.  '
41,Usability,'The system has clearly defined links and buttons that show the various functionalities that the user may require '
41,Performance,'The system interface supports efficiency of use '
41,Functionality,'The system shall allow uploading or viewing messages '
41,Integrity,'The system shall allow for checking data integrity '
41,Functionality,'The system shall support embedding or retrieving message from the image without user errors. '
41,Authorisation,"'The system shall offer high level security, as it shall give access to authorized users only, '"
41,Confidentiality,'The system must also allow users to communicate securely knowing that their confidential data is safe from eavesdroppers. '
41,Usability,'The system should have a good interface easy to use and should have buttons with labels to assist users to accomplish their goal communicating confidential results in a secure manner.'
41,Usability,'The system should have a clear presentation of elements and it must also be interactive and provides help information to help the clients and give them guidance on how to use the system. '
42,IntrusionD,'The system shall be able to detect spam messages and direct them to spam in real time '
42,Functionality,'The system shall enable users to classify messages as spam if misclassified as ham '
42,Functionality,'The system shall enable users to classify messages as ham if misclassified as spam '
42,Performance,'The system shall be able to allow process of filtering the email to be executed in a fast manner since the classifier is only focused on the text within the mail '
42,Performance,'The system shall be able to ensure the performance of the classifier is determined by the bandwidth of the receiver but the classifier takes no time in processing the text contents of the email '
42,Performance,'The system shall be able to ensure the performance of the classifier is determined by the time taken to correctly classify emails and the time taken to classify'
42,Performance,'The system will be very reliable in classifying the emails correctly as ham or spam since a large dataset was used to train the classifier with various emails labeled as ham and spam respectively. '
42,Availability,'The system will deliver emails whenever there is internet connection to receive the emails with minimal downtimes '
42,Availability,'The system will operate round the clock '
42,Confidentiality,'The system shall be able to ensure the user passwords and data will be encrypted to ensure that user information is secured '
42,Authorisation,'The system shall be able to ensure the user access controls will be put in place to restrict unauthorized users to access user accounts '
42,Maintainability,'The system shall be able to be easily maintained and updated with new data that emerge since the spammers will be trying to bypass the filter with new tricks being employed. '
42,Portability,'The system can be implemented on any mail server with only a few configurations taking place to suit the framework used on developing the mail server '
42,Functionality,"'The system will have a homepage which will be responsible for redirecting the user to the desired page, this can be a login page where the user will login to his email account or a registration page where the user creates an email account. '"
42,Functionality,'The system shall have a registration page to capture and verify the details of the new user to see if the provided information conforms to the requirements of the system. '
42,Authentication,"'The system shall be able to ensure the information provided include a unique username, password and some personal details which are needed to verify that the user is eligible to create an account. '"
42,Authentication,' The system shall have an optional email field for recovery in case one forgets password the reset link will be sent to that email with instructions '
42,Authentication,'The system login page is for already existing users where they provide their unique username and password for verification and once the details are verified they are redirected to mailbox. '
42,Functionality,'The system mailbox is responsible for displaying the emails of the logged in user as well as all the spam emails and it will have a dashboard to navigate through the emails. '
43,Functionality,"'The system shall provide supervisors with ad hoc reports for decision making,�'"
43,Authorisation,'The system shall provide administrator with security to data to make sure that unauthorized users do not access the information. '
43,Survivability,'The system shall provide all the internal users a backup of the operational and transactional data. '
43,Performance,'The system shall provide users with a system that is error free and efficient in capturing and retrieving information. '
43,Performance,'The system shall provide customers with a system that is error free and process their cases quickly.'
43,Maintainability,'The system should be easy to maintain and it should be modifiable.'
43,Functionality,'The system should be computer based. '
44,Authorisation,'The system should have access control mechanism that take into account the use of passwords and individuals access rights.  '
44,Authentication,'Each user is to be configured with a unique User Name and a password that can be changed when it is necessary.  '
44,Authorisation,'The system super administrator should be able to grant access privilege to users and restrict access of information and data users can view or modify at any given time.  '
44,Integrity,'The system should have the ability to validate entered data hence reducing redundancy and duplication in the database. '
44,Functionality,'The system should use report �generating modules to produce reports that can be conveniently used by management in decision making. '
44,Usability,'The system should have a user-friendly interface which is easy to use and accommodate all types of impairments such as visual impairments. '
44,Usability,'The system should incorporate easier search mechanism that can assist users in retrieving and searching the required information. '
44,Usability,'The system should reduce the workload and the amount of information to be entered through creating automatic updates between related tables and queries in the database. '
44,Authentication,'Use of passwords to control access to data to reduce corruption and preserve confidentiality. '
44,Performance,'The new system should work very fast in retrieving and updating records. '
44,Usability,'The system should be accurate and easy to operate.'
44,Integrity,'Use of a central database to enable real time data capturing and manipulation to facilitate access to laptop details from any computer connected to the database.'
44,Immunity,'The system should be able to identify and trap user input error '
44,Integrity,'The system shall not permit input of wrong data type. '
44,Authorisation,'The system should allow use of strong passwords and different viewing levels to control access to data to reduce  unauthorized access to data.''
44,Usability,'The system should be easy to use and also allow quick and flexible means of entering information for processing and GUI based on Windows architecture should be employed.'
44,Authorisation,'The system must have a log on feature limiting individual uses to those functions they have a need to access according to their responsibilities.'
44,Survivability,'The system database should be backed up continuously at least once every for hour in order to minimize data loss in the case of a catastrophic failure. '
44,Integrity,'The systems administrator should maintain the system and its databases to ensure integrity and availability of information.'
44,Performance,'The system should reduce the workload and the amount of paper work that has to be filed. '
45,Functionality,'The system shall run over the MPLS network. '
45,Authentication,'The system shall require a password to login the Provider Routers. '
45,Authentication,'The system shall ask user to provide password. '
45,Survivability,'System must allow clients to run a separate routing protocol from one in ISP network. '
45,Functionality,'The system shall allow different clients to run in different OSPF areas. '
45,Authorisation,'The system shall ensure device in one ODPF area must not communicate with another in a different OSPF area. '
45,Performance,"'The system shall ensure that the end user will not experience any significant performance degradation while accessing the system wirelessly or remotely as compared with the access from the wired LAN, '"
46,Authentication,'The system shall ensure that the authentication server interact with the database to check for registered user from the database '
46,Functionality,'The system shall ensure that the authentication server communicate with the door controller for opening and closing the door. '
46,Functionality,'The system shall have a database for storing of user accounts and particulars of the registered users. '
46,Authentication,'The system shall allow a lookup of registered users if requested by the authentication server. '
46,Functionality,'The system shall allow a user to search and make a selection of nearby devices for handshake initiation. '
46,Functionality,'The system shall allow a user to change the temporary PIN received from the system. '
47,Maintainability,"'The system will stand in-between the client and the server, however, it is associated within the server�s architecture. '"
47,Functionality,'The system shall allow traffic data in the form of HTTP requests/packets are sent back and forth from client to server during normal service provision. '
47,IntrusionD,"'The system functions as an IDS/IPD and aids in relieving traffic targeting the server, if a distributed DOS attack occurs and the server is flooded with the requests.'"
47,Performance,'The performance of the system will be measured as the amount of work accomplished by the system and the manner in which the system will function. '
47,Performance,'The system will be designed so that it will have short time to respond. '
47,Performance,'The system shall have high throughout which is the output relative to input. '
47,Performance,'The system should have a high rate of processing the work and the services rendered. '
47,Availability,'The system shall have high availability wherever it is needed. '
47,Performance,'The system shall have short time for data transmission. '
47,Usability,'The system will provide good quality online services.  The system will be easy to use since a straightforward user interface will be provided. '
47,Authentication,The system shall provide authentication service which is tested when logging into the Django admin panel (back-end) of the system when the user logs into the system by entering the username and the password created by entering a command prompt when running the manage code.  
47,Functionality,'The system shall the user to enter the URL of the local host and port for the admin panel in the browser and proceeds to log in.  This is provided by the Django framework'
47,Auditing,'The system shall enable the administrator to log into the system and to upload the captured traffic data into the analysis system so as to be accessed by any other administrators available. '
47,Functionality,'The system shall allow the administrator to browse for the file within their local system and submit it to the analysis platform.  '
47,Functionality,'The system shall allow the results containing a list of IP addresses that have been singled out to be viewable on the web based platform. '
48,IntrusionD,'The system shall be able to detect SQL Injection and XSS vulnerabilities for a website or a web application. '
48,IntrusionD,'The system shall be able to analyse the detected vulnerability. '
48,Immunity,'The system shall be able to identify acceptable low false positive rates. '
48,Auditing,'The system shall be able to inspect SSL certificate. '
48,IntrusionD,'The system shall be able to generate a report of the detected and analysed vulnerabilities. '
48,Immunity,'The system will have a very low False Positive Rate so that it can correctly identify the false positive calls and differentiate them from the real vulnerability ones. '
48,Immunity,'The system will have a very low False Negative Rate which means it be able to detect an actual vulnerability when it exists. '
48,IntrusionD,'The system scanner may accept a certain number of URLS that should test them for selected vulnerabilities. '
48,IntrusionD,'The system should be able to carefully diagnose the real vulnerabilities when they exist based on conducting formula-based experiments. '
48,Functionality,'The system shall allow for the creation of test-bed environment (web applications and/or websites that can be tested for penetration testing and hacking) where experiments should be conducted.   '
48,Performance,"'The system shall tested in order to monitor its behaviour from accuracy, performance, false positives and false negatives.  '"
48,Usability,'The system should have a friendly user interface for ease of use purposes and for a better user experience. '
48,Portability,'The contents of the proposed project should be implemented using Python programming language. '
48,Usability,'The components and the functionalities of the project are associated with a friendly interface design to enhance user�s experience.'
48,Usability,'Parameter inputs are supplied using different user friendly input components that ate based on Graphical User Interface (GUI) concepts. '
48,Portability,'Reports should be delivered in industry-standard format. '
49,Functionality,'The system downloader shall allow downloading of contents from the server (music store). '
49,Functionality,'The system downloader shall allow trimming of each song into small parts. '
49,Confidentiality,'The system player shall be responsible for hashing the trimmed parts� names. '
49,Functionality,'The system player fills the look-up table with required data. '
49,Functionality,'The system player locates the hidden folder. '
49,Functionality,'The system player shall be sends contents into the hidden folder. '
49,Functionality,'The system player shall locate and retrieve required contents from the hidden folder. '
49,Functionality,'The system player shall rearrange correctly the random trimmed song parts. '
49,Functionality,'The system player shall play audio files.'
49,Usability,'The system player shall be interact with user using a Graphical User Interface.'
49,Functionality,'The system comprises of different modules that operate hand-in-hand to accomplish the desired goal.  '
49,Usability,'The system modules interact with the user through the Graphical User Interface e.g the downloader module is initiated by the user through the download button at the user interface. '
49,Usability,'The system shall ensure that most of its operations will not be user-oriented but will be in the background such that only the basic operations are required to be known by the user such as how to purchase a song and how to play a song '
49,Maintainability,"'The system will be divided into modules i.e downloader, trimmer, player to enhance the maintainability of the system and its troubleshooting '"
49,Performance,'The system shall be able to accomplish that which it was designed for with no glitches. '
49,Immunity,'The system�s ability to produce a trimmed output will deprive an attacker (pirate) access to a single complete song file from any point onwards.  '
49,Confidentiality,"'The player will hide the trimmed files from any direct contact with user or attacker, thereby reliably depriving any illegal sharing of files. '"
50,Functionality,'The system shall allow a user to create an account. '
50,Functionality,'The system shall allow a user to login. '
50,Functionality,'The system shall allow a user to view and update details. '
50,Performance,'The system shall generate a suppression report. '
50,Performance,'The system shall generate a generalisation report. '
50,Authorisation,'The system shall allow authorized user to edit patient details.'
51,Functionality,'The system shall perform analysis of network traffic payloads across the organization network '
51,IntrusionD,'The system shall analyse and record suspicious packets signatures and detects an anomaly if the following packets data matches the recorded threat related signatures. '
51,IntrusionD,'The system shall use honeypot which records and analyses packets flowing through the network.  A honeypot is a system decoy which is used to make the attacker believe that he/she is attacking the intended system.  '
51,Performance,'The system shall ensure that the honeypot records the attacker�s activities and warns the system administrators in the event of a threat to the system being protected. '
52,Functionality,'The system shall enable creation and editing of user details. '
52,Functionality,'The system shall enable patient management.'
52,Authentication,'The system will ensure user validation will be done during login to insure that the user is valid and that the user only has access to his or her permission data.  '
52,Immunity,'The system will ensure that general users will only have access through the user interface. '
52,Usability,"'The system will have consistent interface formats and button sets for all forms in the application, will have a form based interface for all data entry and viewing formats.'"
53,Functionality,'The system shall provide invisible digital watermarking devised with use of the Discrete Cosine Transformation which encompasses the factors of complex computations and robustness. '
53,Functionality,'The system shall provide security principles such as authentication.'
53,Performance,'The system Digital watermarking platform creates an environment for embedding and extracting the watermark from an image.  '
53,Immunity,'The system shall provide a section for verification in the sense that if an image is said to have a watermark it should be able to detect and display the watermark.'
53,Integrity,"'The system shall allow an author who desires to protect his/her work from unauthorized use, to upload an image to embed the invisible digital watermark whenever  submitting a piece of art.  '"
53,Immunity,"'The system shall in the event that a watermarked image is submitted twice or more by different authors, the administrator shall be able to verify the legitimate owner of the image to protect the copyrights. '"
